2019-08-07T00:00:00.000,2000,AFR,Zambia,ZM,P003241,URBAN RESTRCT WATER,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1116997,URBAN LOCAL GOVERNMENT CAPACITY STRENGTHENING - PHASE II,1999-08-05T00:00:00.000,GRANT THORNTON ASSOCIATES LIMITED,Zambia,ZM,-2293892,PHASE II-URB.LOCAL GOV'T CAPAC.,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P003309,POWER III,Equipment, Electrical,GOODS,Direct Selection,IBRD/IDA,Energy  Extractives,1117856,SPARE PARTS FOR MAJOR OVERHAULS OF THERMAL CYCLES SYSTEMS UN,1999-07-16T00:00:00.000,ANSALDO ENERGIA SPA,Italy,IT,0,G010/25,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P003309,POWER III,Equipment, Electrical,GOODS,Direct Selection,IBRD/IDA,Public Admin,1117856,SPARE PARTS FOR MAJOR OVERHAULS OF THERMAL CYCLES SYSTEMS UN,1999-07-16T00:00:00.000,ANSALDO ENERGIA SPA,Italy,IT,395933,G010/25,;;;;;;;;;
2019-08-07T00:00:00.000,2000,EAP,China,CN,P038988,CN - HEILONGJIANG ADP,Works, Building,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1116924,CIVIL WORKS OF GEESE PROCESSING,1999-07-14T00:00:00.000,HEILONGJIANG HARBIN RAILWAY ENGINEERING CO.,China,CN,1205251.59,HW99004,;;;;;;;;;
2019-08-07T00:00:00.000,2000,EAP,China,CN,P038988,CN - HEILONGJIANG ADP,Works, Building,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Industry  Trade/Ser,1116924,CIVIL WORKS OF GEESE PROCESSING,1999-07-14T00:00:00.000,HEILONGJIANG HARBIN RAILWAY ENGINEERING CO.,China,CN,-1205251.59,HW99004,;;;;;;;;;
2019-08-07T00:00:00.000,2000,EAP,China,CN,P038988,CN - HEILONGJIANG ADP,Works, Building,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1116924,CIVIL WORKS OF GEESE PROCESSING,1999-07-14T00:00:00.000,HEILONGJIANG HARBIN RAILWAY ENGINEERING CO.,China,CN,401750.53,HW99004,;;;;;;;;;
2019-08-07T00:00:00.000,2000,EAP,China,CN,P041890,CN-Liaoning Urban Transport,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1209071,AREA TRAFFIC CONTRAL STUDY DESIGN,1999-09-02T00:00:00.000,WILBUR SMITH ASSOCIATES INC.,United States,US,119310,LUTP-99C3,;;;;;;;;;
2019-08-07T00:00:00.000,2000,EAP,China,CN,P041890,CN-Liaoning Urban Transport,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1209071,AREA TRAFFIC CONTRAL STUDY DESIGN,1999-09-02T00:00:00.000,WILBUR SMITH ASSOCIATES INC.,United States,US,0,LUTP-99C3,;;;;;;;;;
2019-08-07T00:00:00.000,2000,EAP,Thailand,TH,P004647,GEF-ELECTRICITY EGY,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Energy  Extractives,1117700,CONSULTING SERVICES FOR LOAD MANAGEMENT PROGRAM EVALUATION,1999-07-08T00:00:00.000,EDF- ELECTRICITE DE FRANCE,France,FR,290242.03,EGAT 47-N71261-7-1-48,;;;;;;;;;
2019-08-07T00:00:00.000,2000,EAP,Thailand,TH,P004647,GEF-ELECTRICITY EGY,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Industry  Trade/Ser,1117700,CONSULTING SERVICES FOR LOAD MANAGEMENT PROGRAM EVALUATION,1999-07-08T00:00:00.000,EDF- ELECTRICITE DE FRANCE,France,FR,290242.03,EGAT 47-N71261-7-1-48,;;;;;;;;;
2019-08-07T00:00:00.000,2000,EAP,Thailand,TH,P004647,GEF-ELECTRICITY EGY,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Public Admin,1117700,CONSULTING SERVICES FOR LOAD MANAGEMENT PROGRAM EVALUATION,1999-07-08T00:00:00.000,EDF- ELECTRICITE DE FRANCE,France,FR,-290242.03,EGAT 47-N71261-7-1-48,;;;;;;;;;
2019-08-07T00:00:00.000,2000,ECA,Bulgaria,BG,P008318,HEALTH SECT RESTRUCT,Equipment, Telecommunications,GOODS,Shopping,IBRD/IDA,Health,1201728,LCD MULTIMEDIA PROJECTOR, FLUORESCENT PROJECTOR, FLIP CHART,,1999-11-22T00:00:00.000,FTS LTD,Bulgaria,BG,0,FTS LTD,;;;;;;;;;
2019-08-07T00:00:00.000,2000,ECA,Bulgaria,BG,P008318,HEALTH SECT RESTRUCT,Equipment, Telecommunications,GOODS,Shopping,IBRD/IDA,Public Admin,1201728,LCD MULTIMEDIA PROJECTOR, FLUORESCENT PROJECTOR, FLIP CHART,,1999-11-22T00:00:00.000,FTS LTD,Bulgaria,BG,30281.52,FTS LTD,;;;;;;;;;
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P008803,EGY EFF,Equipment, Energy Exploration, Productio,GOODS,Shopping,IBRD/IDA,Energy  Extractives,1118309,HOT WATER SUPPLY AND HEATING SYSTEM CONTROL AND LIMITING DEV,1999-06-22T00:00:00.000,GERMEKO,Russian Federation,RU,108000,EEP/SEMCLD009/000,;;;;;;;;;
2019-08-07T00:00:00.000,2000,LCR,Bolivia,BO,P006181,BO- EDUCATION REFORM,Policy and Strategy,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Education,1215190,RESPONSABLE DEL AREA CONTRAPARTE GTZ,1999-07-05T00:00:00.000,FREDY FERRUFINO,Bolivia,BO,0,FREDY FERRUFINO,;;;;;;;;;
2019-08-07T00:00:00.000,2000,LCR,Bolivia,BO,P006181,BO- EDUCATION REFORM,Policy and Strategy,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1215190,RESPONSABLE DEL AREA CONTRAPARTE GTZ,1999-07-05T00:00:00.000,FREDY FERRUFINO,Bolivia,BO,12999,FREDY FERRUFINO,;;;;;;;;;
2019-08-07T00:00:00.000,2000,LCR,Bolivia,BO,P006181,BO- EDUCATION REFORM,Policy and Strategy,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Education,1215192,PROFESIONAL CONTRAPARTE CONTABLE,1999-07-05T00:00:00.000,JULIO ANDRES QUEVEDO,Bolivia,BO,0,JULIO ANDRES QUEVEDO,;;;;;;;;;
2019-08-07T00:00:00.000,2000,LCR,Bolivia,BO,P006181,BO- EDUCATION REFORM,Policy and Strategy,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1215192,PROFESIONAL CONTRAPARTE CONTABLE,1999-07-05T00:00:00.000,JULIO ANDRES QUEVEDO,Bolivia,BO,8449.8,JULIO ANDRES QUEVEDO,;;;;;;;;;
2019-08-07T00:00:00.000,2000,LCR,St. Lucia,LC,P038698,ST. LUCIA BASIC EDUCATION REFORM PROJECT,Equipment, Educational,GOODS,Shopping,IBRD/IDA,Education,1119573,DIGITAL COPIER (LOCAL PURCHASE),1999-07-01T00:00:00.000,J. E. BERGASSE  COMPANY LIMITED,St. Lucia,LC,0,J.E. BERGASSE  CO.,;;;;;;;;;
2019-08-07T00:00:00.000,2000,LCR,St. Lucia,LC,P038698,ST. LUCIA BASIC EDUCATION REFORM PROJECT,Equipment, Educational,GOODS,Shopping,IBRD/IDA,Public Admin,1119573,DIGITAL COPIER (LOCAL PURCHASE),1999-07-01T00:00:00.000,J. E. BERGASSE  COMPANY LIMITED,St. Lucia,LC,36400,J.E. BERGASSE  CO.,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Morocco,MA,P042415,SPI - HEALTH,Pharmaceuticals, Medical Products,GOODS,International Competitive Bidding,IBRD/IDA,Health,1123439,PURCHASE OF MEDICINE (FEFOL CAPSULES, MINIDRIL, MICROVAL),1999-06-09T00:00:00.000,LABORATOIRES MAPHAR,Morocco,MA,1897277.71,AO 10/98-99/DP MEDICINE,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115237,DMS DIDALAB,1999-09-24T00:00:00.000,DMS DIDALAB FRANCE,France,FR,-1603991.13,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115237,DMS DIDALAB,1999-09-24T00:00:00.000,DMS DIDALAB FRANCE,France,FR,3207982.26,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115238,MATELCO,1999-09-24T00:00:00.000,MATELCO,France,FR,-1635250.16,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115238,MATELCO,1999-09-24T00:00:00.000,MATELCO,France,FR,3270500.32,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115239,JEULIN,1999-09-02T00:00:00.000,JEULIN,France,FR,-1133194.93,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115239,JEULIN,1999-09-02T00:00:00.000,JEULIN,France,FR,2266389.86,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115240,PIERRON,1999-10-05T00:00:00.000,PIERRON,France,FR,-329813.32,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115240,PIERRON,1999-10-05T00:00:00.000,PIERRON,France,FR,659626.64,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115241,SBE - TUNIS,1999-09-27T00:00:00.000,SBE - TUNIS,Tunisia,TN,-161198.06,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115241,SBE - TUNIS,1999-09-27T00:00:00.000,SBE - TUNIS,Tunisia,TN,322396.12,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115242,ETS. DR. AUZOUX,1999-09-08T00:00:00.000,ETS. DR. AUZOUX,France,FR,-119844.67,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115242,ETS. DR. AUZOUX,1999-09-08T00:00:00.000,ETS. DR. AUZOUX,France,FR,239689.34,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115243,FORMEDIA,1999-09-16T00:00:00.000,FORMEDIA,Luxembourg,LU,-142902.93,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115243,FORMEDIA,1999-09-16T00:00:00.000,FORMEDIA,Luxembourg,LU,285805.86,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115244,PROMAFRIQUE,1999-08-31T00:00:00.000,PROMAFRIQUE,Tunisia,TN,-72232.15,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115244,PROMAFRIQUE,1999-08-31T00:00:00.000,PROMAFRIQUE,Tunisia,TN,144464.3,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Education,1115246,SET - FRANCE,1999-09-20T00:00:00.000,S.E.T. FRANCE,France,FR,-12442.67,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Equipment, Educational,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1115246,SET - FRANCE,1999-09-20T00:00:00.000,S.E.T. FRANCE,France,FR,24885.34,AOI 15/3786/BIRD/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Education,1119452,COMPOSANTE 1 - ASSISTANCE TECHNIQUE � LA D.G.F.C.,1999-09-09T00:00:00.000,PRO-INVEST TUNIS,Tunisia,TN,-122330.57,CONSULTATION DU 2 DECEMBRE 1998,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1119452,COMPOSANTE 1 - ASSISTANCE TECHNIQUE � LA D.G.F.C.,1999-09-09T00:00:00.000,PRO-INVEST TUNIS,Tunisia,TN,244661.14,CONSULTATION DU 2 DECEMBRE 1998,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Education,1119453,COMPOSANTE 2 - ASSISTANCE TECHNIQUE � L'I.N.B.M.I,1999-10-26T00:00:00.000,POLE EUROPEEN - FRANCE,France,FR,-95353.26,CONSULTATION DU 2 DECEMBRE 1998,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1119453,COMPOSANTE 2 - ASSISTANCE TECHNIQUE � L'I.N.B.M.I,1999-10-26T00:00:00.000,POLE EUROPEEN - FRANCE,France,FR,190706.52,CONSULTATION DU 2 DECEMBRE 1998,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Education,1119459,COMPOSANTE 3 - ASSISTANCE TECHNIQUE � L'INSE ET � LA DGFC,1999-09-02T00:00:00.000,BCEOM,France,FR,-238035.08,CONSULTATION DU 2 DECEMBRE 1998,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P005743,CLOSED - Secondary Education,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1119459,COMPOSANTE 3 - ASSISTANCE TECHNIQUE � L'INSE ET � LA DGFC,1999-09-02T00:00:00.000,BCEOM,France,FR,476070.16,CONSULTATION DU 2 DECEMBRE 1998,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P050418,TN-ASIL 2,Equipment, Agricultural,GOODS,International Competitive Bidding,IBRD/IDA,Agriculture,1120935,FOURNITURE DES CONSUITES ET PIECES SPECIALES,1999-07-07T00:00:00.000,ABDELMALEK ABDELMALEK,Tunisia,TN,772275.9,7/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P050418,TN-ASIL 2,Equipment, Agricultural,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1120935,FOURNITURE DES CONSUITES ET PIECES SPECIALES,1999-07-07T00:00:00.000,ABDELMALEK ABDELMALEK,Tunisia,TN,386137.95,7/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P050418,TN-ASIL 2,Equipment, Agricultural,GOODS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1120935,FOURNITURE DES CONSUITES ET PIECES SPECIALES,1999-07-07T00:00:00.000,ABDELMALEK ABDELMALEK,Tunisia,TN,-772275.9,7/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P050418,TN-ASIL 2,Works, Maintenance and Rehabilitation,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1120169,DRAINAGE WORKS - UTIQUE SECTOR 3 (LOTS 1 AND 2),1999-07-07T00:00:00.000,GTS,Tunisia,TN,1887144.26,9/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P050418,TN-ASIL 2,Works, Maintenance and Rehabilitation,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1120169,DRAINAGE WORKS - UTIQUE SECTOR 3 (LOTS 1 AND 2),1999-07-07T00:00:00.000,GTS,Tunisia,TN,943572.13,9/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,MNA,Tunisia,TN,P050418,TN-ASIL 2,Works, Maintenance and Rehabilitation,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1120169,DRAINAGE WORKS - UTIQUE SECTOR 3 (LOTS 1 AND 2),1999-07-07T00:00:00.000,GTS,Tunisia,TN,-1887144.26,9/99,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P000116,ECONOMIC MANAGEMENT PROJECT,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Public Admin,1118451,PURCHASE OF COMPUTERS,,MIB SARL,Benin,BJ,66495.31,220/PREPE/DC/SG/DNPP/PAGE,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P000116,ECONOMIC MANAGEMENT PROJECT,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1118201,ESTABLISHMENT OF MODEL FOR ECONOMIC BUDGETING,1999-08-02T00:00:00.000,SORCA MANAGEMENT CONSULTANTS,Belgium,BE,135114.14,219/MPREPE/DC/SG/DNPP/PAGE,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P000121,RURAL WATER SUPPLY AND SANITATION,Works, Infrastructure,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1116980,DRILLING OF 29 BOREHOLES IN ZOU,1999-08-12T00:00:00.000,SOCAFOR,Benin,BJ,184113.74,18/99/MMEH/DC/DH,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P000121,RURAL WATER SUPPLY AND SANITATION,Works, Infrastructure,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1116980,DRILLING OF 29 BOREHOLES IN ZOU,1999-08-12T00:00:00.000,SOCAFOR,Benin,BJ,184113.74,18/99/MMEH/DC/DH,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P000121,RURAL WATER SUPPLY AND SANITATION,Works, Infrastructure,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1116980,DRILLING OF 29 BOREHOLES IN ZOU,1999-08-12T00:00:00.000,SOCAFOR,Benin,BJ,-184113.74,18/99/MMEH/DC/DH,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P000121,RURAL WATER SUPPLY AND SANITATION,Works, Infrastructure,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1118411,DRILLING OF 50 BOREHOLES IN ZOU,1999-08-10T00:00:00.000,FORAG SA,Benin,BJ,289510.22,17/99/MMEH/DC/DH,;;;;;;;;;
2019-08-07T00:00:00.000,2000,AFR,Benin,BJ,P000121,RURAL WATER SUPPLY AND SANITATION,Works, Infrastructure,CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1118411,DRILLING OF 50 BOREHOLES IN ZOU,1999-08-10T00:00:00.000,FORAG SA,Benin,BJ,289510.22,17/99/MMEH/DC/DH,;;;;;;;;;
